ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,TOTAL_AMOUNT,SHIPPING_COST,PAYMENT_METHOD,SHIPPING_ADDRESS,BILLING_ADDRESS,CREATED_AT,UPDATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
3360,629,2023-12-15 00:00:00.000,Delivered,4186.73,13.29,Debit Card,61638 Wells Mews,196 Palmer Ridges Suite 906,2023-12-15 00:00:00.000,2023-12-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3361,629,2023-09-09 00:00:00.000,Delivered,5145.47,18.5,Credit Card,576 Diana Rue,80308 James Drives,2023-09-09 00:00:00.000,2023-09-10 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3362,629,2023-05-01 00:00:00.000,Delivered,532.35,16.14,Credit Card,34800 Parrish Corner,94672 Carpenter Point,2023-05-01 00:00:00.000,2023-05-03 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3363,629,2024-01-22 00:00:00.000,Delivered,4460.84,6.44,PayPal,168 Jennifer Shore,3440 David Mall,2024-01-22 00:00:00.000,2024-01-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3364,629,2023-07-06 00:00:00.000,Delivered,3654.73,5.39,PayPal,4746 Lynch Turnpike Suite 752,593 Baldwin Junctions Suite 315,2023-07-06 00:00:00.000,2023-07-06 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3365,629,2023-11-17 00:00:00.000,Delivered,1507.59,19.66,PayPal,4871 Angela Ford Apt. 035,93585 Anthony Trafficway,2023-11-17 00:00:00.000,2023-11-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3366,629,2024-12-05 00:00:00.000,Delivered,3723.44,5.15,Credit Card,405 Michael Streets,98925 Phillips Islands,2024-12-05 00:00:00.000,2024-12-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3367,630,2024-02-21 00:00:00.000,Delivered,1222.72,12.45,PayPal,00615 Reed Burg,2838 Shaw Route,2024-02-21 00:00:00.000,2024-02-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3368,630,2024-08-25 00:00:00.000,Delivered,3958.11,17.99,Credit Card,2701 Smith Groves Apt. 565,17286 Warren Trail Apt. 791,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3484,651,2024-07-25 00:00:00.000,Delivered,4016.17,7.91,Debit Card,7668 Tyler River Suite 833,33674 Sherman Mission,2024-07-25 00:00:00.000,2024-07-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3255,610,2023-09-26 00:00:00.000,Delivered,995.4,18.21,Debit Card,890 Brian Plains,627 Simmons Underpass,2023-09-26 00:00:00.000,2023-09-28 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3399,637,2024-11-06 00:00:00.000,Delivered,5517.9,5.46,Debit Card,834 Chelsea Port Suite 834,34024 Valerie Square,2024-11-06 00:00:00.000,2024-11-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3372,631,2023-06-16 00:00:00.000,Delivered,1879.79,19.31,Debit Card,859 Montes Turnpike Suite 568,506 Mcgee Locks Apt. 020,2023-06-16 00:00:00.000,2023-06-18 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3373,631,2024-09-11 00:00:00.000,Delivered,2375.54,11.35,PayPal,8745 Caldwell Streets,819 Luke Ways Suite 026,2024-09-11 00:00:00.000,2024-09-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3374,631,2023-08-23 00:00:00.000,Delivered,749.26,8.58,Credit Card,3473 Steven Freeway Suite 167,6651 Collier Course,2023-08-23 00:00:00.000,2023-08-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3375,631,2024-06-23 00:00:00.000,Delivered,1128.15,11.04,PayPal,7845 Mcdowell Mews Apt. 365,273 Grimes Bypass,2024-06-23 00:00:00.000,2024-06-28 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3376,632,2024-10-23 00:00:00.000,Delivered,3820.81,10.01,Debit Card,14950 Heath Ways,2437 Manning Motorway,2024-10-23 00:00:00.000,2024-10-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3377,632,2024-06-13 00:00:00.000,Delivered,894.14,17.02,Debit Card,485 Montgomery Cape,44869 Bender Brook Suite 847,2024-06-13 00:00:00.000,2024-06-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3378,632,2024-02-26 00:00:00.000,Delivered,1240.89,13.21,Debit Card,74813 Stewart Coves Apt. 262,33117 King Fork Apt. 262,2024-02-26 00:00:00.000,2024-02-26 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3379,632,2024-09-07 00:00:00.000,Delivered,1067.86,5.56,Debit Card,6618 Troy Track,07097 Carey Junctions Suite 708,2024-09-07 00:00:00.000,2024-09-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3380,632,2024-02-29 00:00:00.000,Delivered,2744.28,6.14,PayPal,791 Flores Falls,94171 Rhodes Flats Suite 329,2024-02-29 00:00:00.000,2024-02-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3381,633,2024-11-11 00:00:00.000,Delivered,2781.92,12.77,Debit Card,023 Tracey Expressway,60871 Andrew Key Suite 077,2024-11-11 00:00:00.000,2024-11-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3382,633,2024-12-03 00:00:00.000,Delivered,5112.52,12.99,Credit Card,354 Jessica Ford,87864 Ortiz Centers,2024-12-03 00:00:00.000,2024-12-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3383,634,2024-12-12 00:00:00.000,Shipped,1067.57,13.61,Debit Card,252 Joy Estate Apt. 494,925 Kelsey Squares,2024-12-12 00:00:00.000,2024-12-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3384,634,2024-10-03 00:00:00.000,Delivered,4852.28,9.2,PayPal,5135 Ramsey Rapids,5735 Levi Union Apt. 582,2024-10-03 00:00:00.000,2024-10-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3385,634,2024-10-28 00:00:00.000,Delivered,3135.83,15.86,Credit Card,5794 Cook Dam Apt. 964,66753 Jonathan Ports Apt. 039,2024-10-28 00:00:00.000,2024-10-28 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3386,634,2024-11-22 00:00:00.000,Delivered,1069.81,10.42,Credit Card,176 Mary Canyon,899 Katherine Walks Suite 681,2024-11-22 00:00:00.000,2024-11-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3387,634,2024-10-02 00:00:00.000,Delivered,1997.77,14.44,PayPal,13565 Lyons Manor Suite 824,01758 Reeves Roads,2024-10-02 00:00:00.000,2024-10-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3388,634,2024-11-12 00:00:00.000,Delivered,4256.73,19.4,Credit Card,14975 Austin Island,12316 Stephanie Shoal Apt. 303,2024-11-12 00:00:00.000,2024-11-12 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3389,635,2024-06-03 00:00:00.000,Delivered,2364.26,16.4,Debit Card,361 Davis Island,0408 Joseph Causeway,2024-06-03 00:00:00.000,2024-06-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3390,635,2023-10-01 00:00:00.000,Delivered,2808.8,13.95,Credit Card,7145 Debra Mission Apt. 815,2004 Wells Knolls,2023-10-01 00:00:00.000,2023-10-06 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3391,635,2023-05-04 00:00:00.000,Delivered,1528.71,12.34,Debit Card,79687 Murray Island Suite 647,1395 Tiffany Wells,2023-05-04 00:00:00.000,2023-05-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3392,635,2024-09-24 00:00:00.000,Delivered,6564.06,13.31,PayPal,49328 Delgado Station,862 Brenda Plains Suite 300,2024-09-24 00:00:00.000,2024-09-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3393,636,2024-11-08 00:00:00.000,Delivered,1890.31,16.03,Debit Card,7620 Erica Courts Apt. 507,964 Evans Unions Apt. 090,2024-11-08 00:00:00.000,2024-11-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3394,636,2024-11-02 00:00:00.000,Delivered,3073.67,14.84,Debit Card,8580 Michelle Cliff,593 Walker Ranch Apt. 115,2024-11-02 00:00:00.000,2024-11-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3395,636,2024-12-07 00:00:00.000,Delivered,5314.26,19.56,Credit Card,3701 Griffith Creek,337 Lawrence Motorway Suite 075,2024-12-07 00:00:00.000,2024-12-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3396,636,2024-07-30 00:00:00.000,Delivered,1093.86,12.6,PayPal,685 Yolanda Course,17393 Spencer Courts,2024-07-30 00:00:00.000,2024-08-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3397,636,2024-05-08 00:00:00.000,Delivered,3911.71,13.8,Credit Card,741 Marie Forks,97915 Kelly Lakes Suite 802,2024-05-08 00:00:00.000,2024-05-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3426,642,2023-09-15 00:00:00.000,Delivered,1844.59,18.94,Credit Card,282 Christopher Port,6300 Williams Row Suite 878,2023-09-15 00:00:00.000,2023-09-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3371,630,2024-02-13 00:00:00.000,Delivered,5060.93,10.3,Debit Card,7038 Rodriguez Harbors,251 Bryant Forges Apt. 789,2024-02-13 00:00:00.000,2024-02-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3400,637,2024-05-25 00:00:00.000,Delivered,3428.94,8.72,PayPal,2834 David Harbors Suite 983,523 Charles Pike,2024-05-25 00:00:00.000,2024-05-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3401,637,2024-08-07 00:00:00.000,Delivered,2722.07,14.3,Debit Card,93733 Elizabeth Turnpike,225 Salazar Roads Apt. 100,2024-08-07 00:00:00.000,2024-08-09 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3402,638,2024-11-28 00:00:00.000,Delivered,689.61,14.93,Credit Card,7218 Novak Well,774 Robert Motorway,2024-11-28 00:00:00.000,2024-11-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3403,638,2024-11-30 00:00:00.000,Delivered,2663.86,17.41,Credit Card,05935 Christensen Plaza Apt. 466,001 James Lane Suite 391,2024-11-30 00:00:00.000,2024-12-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3404,638,2024-11-24 00:00:00.000,Delivered,4752.15,11.72,Credit Card,685 Sarah Overpass,868 Wright Shoals,2024-11-24 00:00:00.000,2024-11-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3405,638,2024-11-27 00:00:00.000,Delivered,1542.05,12.75,Credit Card,2283 Trevor Rapids,37452 Shari Groves Apt. 396,2024-11-27 00:00:00.000,2024-11-28 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3406,638,2024-11-16 00:00:00.000,Delivered,1457.15,16.08,PayPal,780 Amy Common,942 Sawyer Neck,2024-11-16 00:00:00.000,2024-11-20 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3407,638,2024-11-30 00:00:00.000,Delivered,904.73,7.79,PayPal,784 Avila Shores Apt. 684,813 Rachel Avenue Apt. 453,2024-11-30 00:00:00.000,2024-12-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3408,638,2024-12-05 00:00:00.000,Delivered,6394.53,15.78,Credit Card,305 Karen Freeway Suite 599,6669 Angela Greens Suite 342,2024-12-05 00:00:00.000,2024-12-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3409,639,2024-12-10 00:00:00.000,Shipped,1080.14,13.9,PayPal,785 James Islands,91787 Nicole Ferry Suite 486,2024-12-10 00:00:00.000,2024-12-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3410,639,2024-11-27 00:00:00.000,Delivered,1943.53,18.12,Debit Card,162 John Hollow Suite 737,56160 Benjamin Shores Apt. 631,2024-11-27 00:00:00.000,2024-12-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3411,639,2023-11-16 00:00:00.000,Delivered,3740.07,19.62,Credit Card,392 Susan Land,081 Roy Trafficway,2023-11-16 00:00:00.000,2023-11-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3412,639,2023-11-21 00:00:00.000,Delivered,1495.99,15.19,Credit Card,33854 Mary Views,093 Jose Course Apt. 793,2023-11-21 00:00:00.000,2023-11-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3413,639,2024-05-13 00:00:00.000,Delivered,509.21,12.42,PayPal,0843 Butler Land Apt. 205,666 Jacob Mountain,2024-05-13 00:00:00.000,2024-05-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3414,639,2023-10-17 00:00:00.000,Delivered,5592.95,15.32,Debit Card,306 Mcdonald Key,182 Bruce Drive Apt. 086,2023-10-17 00:00:00.000,2023-10-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3415,640,2023-12-30 00:00:00.000,Delivered,8306.7,6.42,Credit Card,779 Brown Flat,5941 Courtney Key,2023-12-30 00:00:00.000,2024-01-03 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3416,640,2024-05-20 00:00:00.000,Delivered,3294.52,8.86,Credit Card,159 Monica Fields,872 Lisa Cove,2024-05-20 00:00:00.000,2024-05-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3417,640,2024-01-20 00:00:00.000,Delivered,4469.72,17.36,Debit Card,4293 Paul Track Suite 566,71977 Prince Manors,2024-01-20 00:00:00.000,2024-01-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3418,640,2024-07-12 00:00:00.000,Delivered,3872.37,6.23,PayPal,6771 Victor Shoal Apt. 009,80021 Ashley Turnpike Apt. 389,2024-07-12 00:00:00.000,2024-07-12 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3419,641,2024-06-14 00:00:00.000,Delivered,3035.7,8.63,PayPal,8719 Jerome Station,056 Jaime Park,2024-06-14 00:00:00.000,2024-06-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3420,641,2024-06-30 00:00:00.000,Delivered,1715.6,8.36,PayPal,6038 Stewart Hollow,410 White Center Suite 334,2024-06-30 00:00:00.000,2024-07-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3421,641,2024-08-02 00:00:00.000,Delivered,2919.84,16.59,PayPal,0103 Christina Plain Apt. 097,08243 Edwards Knolls Suite 502,2024-08-02 00:00:00.000,2024-08-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3422,641,2024-11-30 00:00:00.000,Delivered,4789.57,8.85,PayPal,110 Sullivan Canyon,401 Burch Villages,2024-11-30 00:00:00.000,2024-12-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3423,641,2024-08-25 00:00:00.000,Delivered,3786.28,19.74,Debit Card,40288 Sara Lodge Apt. 406,2197 Michael View,2024-08-25 00:00:00.000,2024-08-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3424,642,2024-04-05 00:00:00.000,Delivered,1507.51,19.0,Credit Card,3930 Martin Run Suite 325,588 Henry Island,2024-04-05 00:00:00.000,2024-04-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3425,642,2024-02-15 00:00:00.000,Delivered,3512.41,17.62,Debit Card,41222 Howard Meadow,453 Thomas Wells,2024-02-15 00:00:00.000,2024-02-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3398,636,2024-10-29 00:00:00.000,Delivered,862.74,17.42,Debit Card,168 Jeffrey Locks Apt. 642,632 Davenport Knolls,2024-10-29 00:00:00.000,2024-11-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3427,642,2024-04-10 00:00:00.000,Delivered,2162.8,11.39,Credit Card,88781 Laura Junction Apt. 317,0046 Johnson Ports,2024-04-10 00:00:00.000,2024-04-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3456,647,2024-11-15 00:00:00.000,Delivered,2030.56,8.42,Debit Card,7656 Robinson Trafficway Suite 801,156 Mullins Ports Suite 033,2024-11-15 00:00:00.000,2024-11-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3457,647,2024-04-10 00:00:00.000,Delivered,1595.63,5.31,Credit Card,8610 Terry Forest,65192 King Pines Apt. 010,2024-04-10 00:00:00.000,2024-04-12 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3430,642,2023-08-22 00:00:00.000,Delivered,2631.0,5.32,PayPal,5092 Dustin Fork,15395 Brittany View Apt. 255,2023-08-22 00:00:00.000,2023-08-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3431,642,2024-07-31 00:00:00.000,Delivered,3304.51,17.64,PayPal,5849 Palmer Land,61457 Brown Lodge Apt. 245,2024-07-31 00:00:00.000,2024-08-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3432,642,2023-08-07 00:00:00.000,Delivered,2869.68,19.59,PayPal,55854 Julie Wells,54452 Margaret Station,2023-08-07 00:00:00.000,2023-08-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3433,642,2024-02-03 00:00:00.000,Delivered,4755.72,7.07,Credit Card,7452 Christensen Ports Suite 765,7794 Mason Hills,2024-02-03 00:00:00.000,2024-02-03 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3434,642,2023-08-30 00:00:00.000,Delivered,2505.2,17.32,Credit Card,16353 Elizabeth Forge,781 Stacy Mount,2023-08-30 00:00:00.000,2023-08-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3435,643,2024-12-12 00:00:00.000,Pending,1942.37,14.6,Credit Card,4762 Melendez Turnpike Suite 193,496 Tapia Mountain Apt. 806,2024-12-12 00:00:00.000,2024-12-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3436,643,2024-12-09 00:00:00.000,Shipped,2239.07,13.75,Credit Card,68242 Norma Via,991 Fields Plaza,2024-12-09 00:00:00.000,2024-12-09 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3437,644,2024-12-15 00:00:00.000,Processing,1759.79,8.97,Debit Card,4163 Beck Pike Suite 425,04370 Taylor Unions Suite 902,2024-12-15 00:00:00.000,2024-12-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3438,644,2024-09-27 00:00:00.000,Delivered,3511.03,17.24,Credit Card,42929 Jennifer Street Apt. 062,3264 Miller Summit Suite 631,2024-09-27 00:00:00.000,2024-09-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3439,645,2024-11-09 00:00:00.000,Delivered,2478.92,11.37,PayPal,19996 Valerie Glens Suite 309,436 Chapman Grove Apt. 233,2024-11-09 00:00:00.000,2024-11-14 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3440,645,2024-11-06 00:00:00.000,Delivered,3415.74,14.32,Debit Card,5538 Baker Street Suite 162,01631 Arias Parks Suite 274,2024-11-06 00:00:00.000,2024-11-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3441,645,2024-08-08 00:00:00.000,Delivered,1099.18,16.88,PayPal,94844 Logan Viaduct Suite 936,5777 Richard Cliffs Apt. 520,2024-08-08 00:00:00.000,2024-08-10 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3442,645,2024-07-14 00:00:00.000,Delivered,2728.18,8.14,Credit Card,961 Cook Stream Suite 999,303 Aaron Tunnel,2024-07-14 00:00:00.000,2024-07-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3443,645,2024-09-07 00:00:00.000,Delivered,5873.81,6.91,Credit Card,01917 Rebecca Extension,616 Lacey Expressway,2024-09-07 00:00:00.000,2024-09-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3444,646,2023-11-08 00:00:00.000,Delivered,718.94,9.05,Debit Card,553 Brandon Creek,7814 Cortez Estate,2023-11-08 00:00:00.000,2023-11-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3445,646,2024-06-04 00:00:00.000,Delivered,6117.91,19.51,PayPal,627 Maria Street,4567 Bryant Spring,2024-06-04 00:00:00.000,2024-06-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3446,646,2024-03-13 00:00:00.000,Delivered,3181.61,17.38,Debit Card,4909 Jennifer Unions,6744 Clayton Turnpike Suite 294,2024-03-13 00:00:00.000,2024-03-18 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3447,646,2024-06-27 00:00:00.000,Delivered,2736.63,18.14,Debit Card,17438 Mullins Branch,9759 Henry Coves,2024-06-27 00:00:00.000,2024-06-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3448,646,2024-06-30 00:00:00.000,Delivered,886.18,5.42,Credit Card,859 Ortiz Tunnel Apt. 568,83423 Vasquez Harbor,2024-06-30 00:00:00.000,2024-07-03 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3449,646,2023-10-20 00:00:00.000,Delivered,2106.3,13.79,PayPal,5598 Cheryl Lights Suite 073,938 Phillip Passage Suite 610,2023-10-20 00:00:00.000,2023-10-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3450,646,2024-05-18 00:00:00.000,Delivered,2716.39,18.68,Debit Card,06055 Johnson Curve,49264 Matthew Streets Apt. 059,2024-05-18 00:00:00.000,2024-05-21 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3451,646,2024-12-07 00:00:00.000,Delivered,6776.73,12.33,Debit Card,9358 Jones Haven Suite 695,63430 Castro Road,2024-12-07 00:00:00.000,2024-12-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3452,646,2023-08-25 00:00:00.000,Delivered,1663.6,9.59,PayPal,612 Campbell Plains,917 Todd Neck Apt. 841,2023-08-25 00:00:00.000,2023-08-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3453,646,2024-08-20 00:00:00.000,Delivered,2301.31,13.52,PayPal,2999 Jacqueline Dam Apt. 979,681 Christian Trace Apt. 970,2024-08-20 00:00:00.000,2024-08-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3454,646,2024-10-08 00:00:00.000,Delivered,1669.73,6.89,Debit Card,1201 Rebecca Avenue Suite 922,36001 Thompson Forks,2024-10-08 00:00:00.000,2024-10-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3455,647,2024-03-25 00:00:00.000,Delivered,63.3,17.09,PayPal,9937 Jason Orchard Suite 162,7895 Christopher Shoals,2024-03-25 00:00:00.000,2024-03-28 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3428,642,2023-09-04 00:00:00.000,Delivered,5173.66,17.21,Credit Card,62820 Timothy Hollow Suite 534,38149 Burch Parkway Suite 474,2023-09-04 00:00:00.000,2023-09-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
